gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Female,Urban,Bachelor,8.93,0,6,5634.0,More than 1,B,Silver,62448
Male,Urban,Bachelor,9.95,1,1,5657.0,More than 1,A,Platinum,71244
Female,Urban,Bachelor,6.33,0,4,4885.0,More than 1,B,Silver,65100
Female,Urban,High School,5.27,0,4,6635.0,More than 1,A,Platinum,104712
Male,Urban,Bachelor,9.03,1,2,2551.0,More than 1,C,Gold,65244
Female,Urban,High School,9.86,0,6,4048.0,More than 1,A,Platinum,148800
Male,Rural,High School,9.12,0,1,2800.0,1,A,Platinum,47460
Male,Rural,Bachelor,57.46,1,8,3281.0,More than 1,B,Silver,69504
Male,Rural,Others,5.07,1,6,2227.0,More than 1,A,Gold,98424
Female,,High School,2.24,1,5,3967.0,More than 1,B,Silver,66876
Male,Urban,Bachelor,,0,6,4162.0,1,B,Platinum,62760
Female,Rural,High School,13.39,1,7,3050.0,1,B,Platinum,61932
Female,,Others,2.18,1,1,4261.0,More than 1,B,Silver,107352
Male,Rural,High School,,1,6,2614.0,More than 1,A,Platinum,58632
Male,Urban,Bachelor,4.67,0,6,0.0,1,B,Platinum,32208
Female,Urban,High School,6.18,1,7,5795.0,More than 1,A,Platinum,104124
Male,Urban,High School,5.78,0,5,7952.0,More than 1,A,Silver,262872
Male,Urban,Bachelor,2.13,0,4,4135.0,More than 1,B,Platinum,672108
Female,Urban,High School,4.7,0,5,8733.0,1,A,Gold,32448
Female,Urban,Bachelor,5.68,1,2,2100.0,More than 1,A,Platinum,61956
Female,Urban,High School,50.87,0,4,,More than 1,A,Platinum,65820
Male,Urban,High School,8.85,1,7,,More than 1,B,Platinum,183288
Male,Urban,High School,7.68,1,5,,1,A,Platinum,31500
Female,Urban,Bachelor,5.17,1,6,3372.0,More than 1,A,Platinum,88872
Female,Rural,Bachelor,4.02,0,0,5038.0,More than 1,,Platinum,256356
Male,Urban,High School,5.99,1,1,7231.0,More than 1,A,Silver,113508
Female,Urban,Bachelor,5.46,0,3,2375.0,More than 1,A,Silver,103608
Female,Urban,Bachelor,8.29,1,4,2276.0,More than 1,B,Silver,59280
Male,Urban,High School,8.68,0,5,7113.0,1,A,Platinum,30672
Male,Rural,Others,7.97,0,7,0.0,More than 1,B,Gold,69168
Male,,High School,3.31,1,2,7960.0,More than 1,B,Platinum,140208
Female,Urban,High School,5.53,1,0,2621.0,More than 1,A,Platinum,95700
Male,Urban,Bachelor,2.74,0,6,2259.0,More than 1,B,Platinum,379476
Male,Urban,High School,0.87,0,4,10270.0,More than 1,A,Gold,54780
Male,Urban,High School,2.08,1,6,2452.0,More than 1,B,Platinum,96804
Male,Urban,High School,3.18,1,2,6136.0,More than 1,A,Gold,174660
Female,Rural,High School,2.97,1,6,0.0,1,C,Gold,33420
Female,Rural,High School,2.48,1,7,2261.0,More than 1,A,Platinum,56532
Male,Urban,Bachelor,7.76,1,7,3708.0,More than 1,A,Platinum,62580
Female,Urban,High School,7.11,1,6,5315.0,1,A,Gold,47040
Female,Rural,Bachelor,6.25,0,6,0.0,More than 1,A,Platinum,106872
Female,Urban,Bachelor,2.94,0,6,6787.0,More than 1,A,Silver,180060
Male,Rural,High School,,1,7,3675.0,1,A,Platinum,57672
Male,Urban,Bachelor,7.23,1,1,3981.0,1,B,Silver,35172
Female,Urban,Bachelor,2.76,1,5,5439.0,More than 1,B,Silver,68784
Female,Urban,Bachelor,2.56,0,5,5007.0,More than 1,A,Platinum,60540
Female,Urban,High School,9.07,0,4,5560.0,More than 1,A,Platinum,67764
Male,Rural,High School,6.42,0,6,0.0,More than 1,A,Platinum,88212
Male,Urban,High School,9.11,0,6,8431.0,More than 1,A,Silver,47916
Male,Rural,Bachelor,7.89,1,1,0.0,More than 1,B,Platinum,133008
Male,Urban,Bachelor,63.41,1,2,4344.0,1,C,Gold,55596
Male,Rural,High School,69.75,0,2,3889.0,1,B,Silver,459372
Male,Urban,Bachelor,8.16,1,1,0.0,1,B,Silver,35940
Female,Urban,High School,6.48,1,8,3918.0,More than 1,A,Platinum,55428
Male,,High School,9.77,1,6,4730.0,1,A,Silver,34776
Male,Rural,High School,4.87,0,6,0.0,More than 1,A,Gold,66468
Female,Rural,High School,6.17,1,5,2788.0,1,A,Gold,36876
Female,Rural,Bachelor,2.03,0,6,2186.0,More than 1,B,Silver,155436
Male,Rural,Bachelor,20.93,1,4,0.0,More than 1,C,Gold,66216
Female,Rural,High School,6.97,0,7,2321.0,1,B,Silver,40632
Male,Urban,High School,4.35,1,1,2692.0,1,A,Silver,31200
Female,Urban,High School,4.06,0,6,3949.0,More than 1,B,Platinum,105060
Male,Urban,Bachelor,,1,7,3862.0,More than 1,C,Platinum,67176
Male,Urban,High School,6.03,1,7,2179.0,1,B,Gold,62928
Male,Urban,High School,7.77,1,1,4678.0,1,A,Gold,45276
Male,Urban,High School,2.78,1,6,6135.0,More than 1,B,Gold,72780
Male,Urban,Bachelor,8.58,0,5,7431.0,1,A,Silver,31428
Female,Rural,High School,6.11,0,5,5951.0,1,B,Gold,31764
Male,,High School,8.37,1,5,,1,A,Gold,33912
Male,Urban,Bachelor,96.15,0,6,7097.0,More than 1,A,Platinum,66900
Female,Urban,High School,6.95,0,2,3230.0,1,C,Silver,63156
Female,Urban,High School,8.52,1,8,0.0,More than 1,A,Gold,63828
Male,Urban,High School,3.84,0,6,6517.0,More than 1,B,Silver,297060
Male,Urban,High School,9.44,0,8,6469.0,More than 1,A,Gold,331428
Male,Urban,Bachelor,6.71,0,7,2412.0,1,A,Platinum,67884
Female,Rural,Bachelor,87.73,0,3,0.0,More than 1,A,Platinum,60588
Male,Rural,Bachelor,9.99,1,3,0.0,More than 1,A,Platinum,49812
Male,Urban,Bachelor,9.52,0,8,,More than 1,A,Platinum,66192
Female,Urban,Bachelor,8.12,0,8,7436.0,More than 1,B,Silver,232572
Female,Rural,Others,7.99,1,6,,More than 1,B,Silver,33876
Female,Rural,Bachelor,,0,6,3348.0,1,B,Silver,60216
Male,Urban,Bachelor,9.14,1,6,6819.0,More than 1,A,Platinum,342132
Male,Urban,High School,5.08,1,0,6645.0,1,A,Gold,51144
Female,Urban,High School,7.09,0,7,6269.0,More than 1,A,Gold,94692
Male,Urban,Bachelor,4.1,0,1,8325.0,More than 1,A,Platinum,389472
Female,Urban,High School,8.25,0,3,8256.0,More than 1,A,Gold,62004
Male,Urban,High School,5.21,0,6,3468.0,More than 1,B,Platinum,65724
Female,Rural,High School,49.52,1,8,2081.0,More than 1,B,Platinum,109020
Male,Urban,High School,6.08,0,7,11348.0,More than 1,A,Gold,99672
Female,Rural,Others,3.25,1,6,3572.0,1,B,Platinum,44496
Female,Urban,High School,4.95,0,5,5457.0,More than 1,A,Silver,307536
Female,Rural,Bachelor,2.83,1,2,3389.0,1,B,Gold,76572
Female,Urban,High School,6.8,0,7,3943.0,More than 1,C,Gold,49284
Male,Urban,High School,8.15,1,4,0.0,1,A,Platinum,65472
Male,Urban,High School,6.43,1,6,2315.0,1,A,Platinum,39972
Male,Rural,Bachelor,8.17,0,1,0.0,1,A,Silver,43512
Male,Urban,High School,,1,2,10827.0,More than 1,A,Silver,97320
Female,Urban,Bachelor,52.07,1,2,5065.0,1,B,Platinum,52128
Female,Rural,Bachelor,83.03,1,1,0.0,1,A,Silver,29664
Male,Urban,Bachelor,2.11,1,4,4419.0,More than 1,C,Gold,59364
Female,Rural,High School,6.5,1,4,0.0,1,C,Gold,63756
Female,Urban,High School,,1,6,4836.0,More than 1,A,Platinum,74088
Male,,Bachelor,5.55,1,6,6106.0,1,B,Silver,64008
Male,Urban,Bachelor,6.85,0,3,17444.0,More than 1,A,Gold,96348
Female,Urban,High School,2.77,0,5,3077.0,More than 1,A,Silver,68760
Male,Urban,Bachelor,6.99,0,5,0.0,1,A,Gold,61428
Female,Rural,High School,5.47,0,5,5344.0,More than 1,B,Platinum,327648
Female,Rural,High School,57.33,0,1,5716.0,More than 1,,Silver,95652
Male,Urban,High School,,1,4,7535.0,1,A,Platinum,274668
Male,Rural,Bachelor,68.66,0,1,0.0,More than 1,A,Gold,70092
Male,Urban,Bachelor,5.59,0,6,2533.0,More than 1,C,Silver,176688
Female,Urban,High School,8.5,0,7,25404.0,1,A,Gold,56232
Female,Urban,Bachelor,2.98,1,4,2594.0,More than 1,B,Silver,71892
Male,Rural,Bachelor,6.77,1,3,4015.0,More than 1,A,Platinum,190752
Female,Rural,High School,8.67,0,7,0.0,1,B,Platinum,56340
Female,Urban,High School,6.68,0,2,,More than 1,B,Platinum,73896
Female,Urban,High School,9.0,1,6,5472.0,More than 1,C,Gold,61452
Male,Urban,High School,9.03,1,1,5899.0,More than 1,A,Platinum,241176
Female,Urban,Bachelor,4.51,1,1,5960.0,More than 1,A,Platinum,237096
Female,Urban,Bachelor,6.92,1,3,,More than 1,A,Platinum,59700
Female,Urban,High School,59.11,1,7,4690.0,More than 1,,Silver,64620
Female,Urban,High School,9.33,0,1,0.0,1,A,Gold,36708
Female,Urban,High School,3.7,0,4,5850.0,More than 1,B,Platinum,60852
Female,Urban,Bachelor,4.48,0,2,3729.0,1,A,Silver,31548
Female,Urban,High School,7.74,0,3,12029.0,More than 1,A,Platinum,206832
Female,Urban,Bachelor,30.86,1,6,0.0,1,A,Silver,67824
Male,Urban,High School,7.48,1,0,4382.0,More than 1,A,Platinum,472176
Female,Urban,High School,8.05,1,0,3989.0,More than 1,A,Gold,405600
Female,Rural,High School,6.36,1,1,2137.0,1,B,Platinum,61476
Male,Rural,High School,2.04,1,5,2179.0,1,A,Silver,54732
Male,Urban,Bachelor,6.8,0,6,2583.0,More than 1,A,Gold,106308
Male,Urban,Bachelor,3.7,0,6,8526.0,More than 1,B,Silver,126300
Female,Urban,Others,70.73,1,3,0.0,More than 1,B,Silver,63744
Male,Urban,Bachelor,13.91,0,7,10229.0,More than 1,B,Platinum,61596
Male,Urban,High School,28.83,1,6,2146.0,More than 1,A,Platinum,109224
Male,Urban,High School,7.63,1,7,6919.0,More than 1,A,Silver,90504
Male,Urban,High School,7.54,1,8,4436.0,More than 1,B,Silver,60996
Female,Urban,High School,5.96,0,6,5872.0,1,A,Platinum,65604
Female,Urban,High School,8.46,0,2,0.0,1,A,Silver,32412
Male,Urban,High School,4.81,1,1,4130.0,More than 1,C,Silver,92568
Female,,High School,16.57,1,5,5289.0,More than 1,A,Gold,103212
Female,Urban,Bachelor,1.84,0,4,6021.0,More than 1,A,Silver,56352
Female,Urban,High School,2.12,0,7,0.0,More than 1,B,Platinum,511536
Female,Urban,Bachelor,8.35,0,6,5550.0,More than 1,A,Platinum,110856
Male,Urban,Bachelor,4.64,1,6,3774.0,1,A,Platinum,64980
Male,Rural,High School,,1,6,2126.0,More than 1,A,Gold,57372
Male,Urban,Bachelor,4.32,1,8,11750.0,More than 1,,Platinum,68088
Male,Urban,High School,6.14,1,6,7480.0,More than 1,A,Platinum,117384
Female,Urban,High School,4.0,1,7,,More than 1,A,Platinum,71856
Male,Urban,Bachelor,1.45,0,3,5152.0,More than 1,A,Silver,165288
Male,Urban,High School,,0,7,13070.0,More than 1,,Silver,64560
Male,Rural,Bachelor,5.26,1,6,5029.0,1,A,Silver,109128
Female,Urban,Bachelor,3.34,0,5,11538.0,1,B,Platinum,80808
Male,Urban,High School,48.79,1,0,0.0,More than 1,B,Platinum,68064
Female,,High School,,0,7,4452.0,More than 1,C,Platinum,142092
Male,Rural,High School,5.65,0,2,0.0,More than 1,B,Platinum,67872
Male,Urban,High School,5.63,0,1,4020.0,More than 1,A,Platinum,120204
Male,Rural,Bachelor,8.9,1,0,2755.0,1,A,Silver,62544
Female,Urban,High School,4.53,1,4,3633.0,More than 1,A,Platinum,251220
Female,Urban,Bachelor,79.26,1,5,5695.0,More than 1,B,Platinum,75756
Female,Rural,High School,25.08,0,8,3778.0,1,,Platinum,57480
Male,Rural,Bachelor,55.96,1,6,0.0,More than 1,C,Silver,101724
Male,Rural,High School,44.38,0,6,0.0,1,B,Silver,49800
Male,Urban,High School,5.43,0,6,2898.0,More than 1,A,Gold,59928
Female,Urban,Bachelor,69.69,0,3,5720.0,More than 1,A,Silver,30096
Female,Urban,High School,7.56,1,4,,1,A,Platinum,60600
Female,Urban,High School,7.33,0,0,4108.0,More than 1,A,Platinum,69228
Male,Urban,Bachelor,4.95,1,3,5855.0,1,A,Silver,32112
Male,Urban,High School,7.67,0,1,10791.0,More than 1,,Platinum,102444
Female,Rural,Bachelor,6.55,0,7,0.0,More than 1,C,Platinum,149928
Female,Urban,High School,3.33,1,1,5486.0,More than 1,A,Silver,29292
Female,Rural,High School,25.12,1,7,3033.0,More than 1,B,Gold,72828
Male,Urban,Others,3.84,0,5,4938.0,More than 1,,Platinum,286320
Male,Urban,Bachelor,7.16,1,5,5472.0,More than 1,A,Platinum,47172
Male,Urban,High School,7.87,1,0,4560.0,1,B,Silver,61020
Male,Urban,Bachelor,51.39,1,8,4100.0,More than 1,A,Gold,63468
Male,Urban,Bachelor,1.01,0,5,5798.0,More than 1,A,Silver,66756
Male,Urban,High School,8.71,0,2,6933.0,More than 1,A,Silver,561072
Male,,Bachelor,3.72,1,1,4226.0,More than 1,C,Platinum,173508
Female,Urban,Bachelor,4.44,0,7,5815.0,More than 1,B,Platinum,70968
Male,Urban,Bachelor,8.06,0,5,4537.0,1,A,Platinum,308172
Male,Rural,Others,2.69,1,4,0.0,1,B,Silver,38292
Male,Urban,Others,6.53,0,4,7407.0,More than 1,A,Silver,128568
Male,Urban,High School,5.61,0,7,9430.0,More than 1,A,Platinum,103404
Male,Urban,Bachelor,8.97,0,6,0.0,More than 1,C,Platinum,60000
Male,Urban,High School,5.17,1,8,8603.0,More than 1,B,Silver,68328
Male,Urban,Bachelor,8.79,0,6,2070.0,More than 1,A,Gold,58656
Female,Urban,Bachelor,2.68,0,3,3806.0,More than 1,A,Platinum,140688
Male,Rural,High School,4.22,1,6,4238.0,More than 1,A,Gold,546996
Female,Urban,High School,60.2,1,1,8315.0,More than 1,A,Platinum,60480
Male,,High School,3.7,0,8,4372.0,More than 1,B,Platinum,102420
Male,Rural,Bachelor,92.37,1,8,0.0,More than 1,A,Silver,92940
Male,Rural,Bachelor,3.49,0,0,2261.0,1,B,Platinum,41544
Male,Rural,High School,7.89,1,6,4649.0,More than 1,A,Silver,53784
Female,Urban,Bachelor,4.2,1,8,3014.0,More than 1,B,Silver,69468
Male,Urban,High School,4.93,0,6,13048.0,More than 1,A,Platinum,106056
Female,Rural,High School,5.09,1,7,0.0,More than 1,A,Gold,88968
Male,Urban,High School,9.33,1,3,14587.0,More than 1,A,Platinum,343956
Female,Urban,High School,70.06,1,7,3774.0,More than 1,A,Platinum,255444
Female,Urban,Bachelor,3.24,0,4,6706.0,More than 1,A,Platinum,353112
Female,Urban,Bachelor,3.84,0,4,3412.0,More than 1,C,Platinum,92400
Male,Urban,Bachelor,3.04,1,8,5756.0,More than 1,A,Silver,87468
Male,Urban,High School,5.29,1,4,6696.0,More than 1,A,Platinum,70776
Male,Urban,High School,24.07,0,6,3813.0,1,A,Platinum,30228
Male,Rural,Bachelor,7.52,1,2,6000.0,More than 1,A,Platinum,67740
Male,Urban,High School,7.2,1,7,,1,B,Silver,35172
Female,Rural,Bachelor,,1,0,0.0,More than 1,A,Platinum,105312
Male,Rural,High School,7.8,1,8,3620.0,More than 1,A,Gold,69564
Male,Urban,High School,8.6,1,7,0.0,1,B,Platinum,46404
Female,Rural,High School,5.83,0,5,5205.0,More than 1,A,Silver,107496
Female,Urban,Bachelor,1.96,0,5,6261.0,More than 1,A,Gold,71940
Male,Urban,High School,,1,6,7094.0,More than 1,B,Platinum,63216
Male,Urban,High School,7.38,0,5,6367.0,More than 1,A,Silver,61212
Female,Urban,High School,4.4,0,7,7101.0,More than 1,A,Silver,158796
Male,,Bachelor,2.72,1,5,7420.0,More than 1,,Platinum,56316
Male,Urban,High School,4.14,0,6,6962.0,More than 1,A,Gold,167256
Male,Rural,High School,8.71,0,2,0.0,More than 1,A,Gold,36396
Female,Urban,High School,4.47,1,2,3883.0,More than 1,A,Platinum,90384
Male,Urban,Bachelor,94.45,0,5,3353.0,More than 1,B,Platinum,67596
Female,Rural,High School,84.69,1,0,0.0,More than 1,B,Platinum,97452
Female,Urban,Bachelor,2.44,0,7,7864.0,More than 1,B,Silver,405792
Male,Urban,High School,6.18,1,2,4441.0,More than 1,A,Platinum,152220
Female,Urban,Bachelor,7.71,1,4,6681.0,More than 1,A,Platinum,207480
Female,Rural,High School,8.18,0,6,,1,B,Platinum,100068
Female,Urban,Others,63.9,1,4,2092.0,More than 1,B,Silver,66540
Female,Urban,Bachelor,4.81,0,5,5205.0,1,B,Gold,37704
Male,Urban,High School,8.6,1,8,,1,B,Platinum,29844
Female,Urban,Bachelor,6.11,1,6,3881.0,More than 1,A,Silver,50232
Male,Rural,Bachelor,5.24,0,5,0.0,1,B,Silver,44856
Male,Urban,Bachelor,4.39,0,3,5625.0,More than 1,B,Gold,471960
Female,Urban,High School,66.98,0,6,6276.0,More than 1,B,Platinum,104364
Female,Rural,Others,56.53,1,4,0.0,1,B,Platinum,34788
Female,Urban,Bachelor,1.3,1,2,4946.0,More than 1,A,Platinum,328668
Female,Rural,Bachelor,5.23,1,8,0.0,1,B,Gold,66492
Female,Rural,Bachelor,5.03,1,5,0.0,More than 1,B,Silver,124212
Male,Urban,High School,4.6,1,4,0.0,More than 1,A,Silver,97512
Male,Urban,Bachelor,,1,7,0.0,1,A,Platinum,35328
Male,Urban,High School,2.56,1,2,5869.0,More than 1,A,Gold,68736
Male,Rural,Bachelor,73.2,1,0,,1,A,Gold,73992
Male,Urban,Bachelor,9.51,0,6,4054.0,1,,Platinum,168396
Female,Urban,High School,4.92,0,4,5020.0,More than 1,A,Silver,154584
Female,,High School,20.71,1,7,3751.0,More than 1,A,Silver,109080
Male,Urban,High School,5.07,1,3,4780.0,1,A,Platinum,66036
Female,Urban,High School,9.85,1,2,5178.0,More than 1,A,Gold,205620
Male,Urban,Bachelor,6.76,1,1,3679.0,1,A,Platinum,61764
Female,Urban,High School,7.62,0,5,5449.0,More than 1,A,Platinum,85584
Female,Urban,High School,89.59,1,0,3909.0,More than 1,A,Platinum,145020
Female,Urban,Others,,1,2,6002.0,More than 1,A,Platinum,93420
Male,Rural,Bachelor,9.61,1,2,0.0,1,A,Silver,36468
Male,Urban,High School,8.01,1,4,4321.0,1,A,Platinum,52320
Male,Rural,Bachelor,64.26,1,6,2784.0,1,A,Platinum,63012
Female,Rural,High School,6.53,1,6,0.0,1,B,Silver,66912
Male,Urban,High School,8.63,1,2,5429.0,More than 1,,Platinum,97224
Male,,High School,40.88,1,3,3555.0,More than 1,A,Gold,66336
Female,Urban,High School,7.4,1,7,4277.0,1,A,Platinum,34656
Female,Urban,Bachelor,84.69,1,4,6698.0,More than 1,A,Gold,59496
Female,Urban,High School,3.26,1,6,6068.0,More than 1,A,Platinum,56700
Male,Rural,Bachelor,5.85,0,2,7333.0,1,A,Platinum,56772
Male,Urban,Bachelor,5.19,1,4,7211.0,More than 1,A,Platinum,176760
Female,Urban,High School,,1,5,3934.0,More than 1,A,Platinum,95532
Male,Urban,High School,3.58,1,4,,1,C,Gold,33660
Female,Urban,High School,9.49,0,2,,More than 1,A,Gold,305340
Female,Urban,Bachelor,4.14,0,6,4008.0,More than 1,B,Silver,118380
Male,Urban,Bachelor,5.19,1,4,6327.0,More than 1,A,Gold,68076
Male,Urban,High School,1.3,1,7,7619.0,More than 1,B,Platinum,176376
Male,Urban,Bachelor,82.36,1,6,,More than 1,A,Gold,65952
Female,Urban,High School,82.95,1,5,2368.0,1,B,Platinum,30252
Female,Rural,High School,6.05,0,4,0.0,1,B,Gold,87900
Female,Rural,Bachelor,6.74,1,7,,More than 1,A,Silver,51072
Male,Rural,High School,9.86,1,5,2867.0,More than 1,B,Platinum,99540
Female,Urban,Bachelor,3.42,1,6,7642.0,More than 1,A,Platinum,64008
Male,Urban,High School,5.98,1,7,6498.0,More than 1,,Gold,60948
Male,Urban,High School,44.21,1,2,4652.0,More than 1,A,Silver,63768
Male,Urban,Bachelor,8.41,1,7,6683.0,More than 1,A,Platinum,72948
Male,Urban,Bachelor,2.44,1,5,3498.0,More than 1,B,Silver,109176
Male,Urban,High School,5.19,1,8,3959.0,More than 1,,Platinum,68784
Female,Urban,High School,17.63,0,1,3001.0,More than 1,A,Platinum,167232
Female,Rural,Bachelor,64.88,1,6,5368.0,More than 1,B,Silver,70212
Female,Urban,Bachelor,8.99,1,8,2213.0,More than 1,B,Platinum,71472
Female,Rural,Bachelor,43.24,1,4,3518.0,1,B,Platinum,62772
Male,Urban,High School,8.26,0,2,,More than 1,A,Platinum,30084
Female,Rural,Bachelor,69.12,1,8,3480.0,More than 1,A,Platinum,68220
Female,Urban,Bachelor,9.19,0,7,7342.0,More than 1,A,Platinum,126924
Male,Rural,High School,5.62,0,8,0.0,More than 1,B,Platinum,52644
Male,Urban,High School,45.82,1,6,0.0,More than 1,A,Platinum,491100
Male,Urban,Bachelor,2.64,1,5,4341.0,More than 1,A,Gold,54528
Male,Rural,High School,6.33,1,8,0.0,More than 1,A,Platinum,45864
Female,Rural,Bachelor,8.05,1,5,0.0,1,A,Gold,46740
Male,Urban,High School,0.91,0,8,4078.0,More than 1,A,Silver,64560
Male,Urban,High School,5.85,0,6,11124.0,More than 1,A,Platinum,266304
Male,Urban,Bachelor,9.08,1,7,4565.0,1,A,Gold,39180
Female,Rural,High School,9.9,0,8,0.0,1,A,Platinum,35340
Male,Rural,High School,6.65,1,0,0.0,1,A,Silver,54216
Male,Urban,Bachelor,6.26,1,7,3488.0,More than 1,,Silver,165696
Male,Rural,High School,6.0,1,7,5687.0,More than 1,A,Gold,103272
Female,Urban,High School,4.27,1,5,5120.0,1,,Silver,30792
Male,Rural,High School,6.93,1,2,0.0,1,C,Silver,30492
Male,Urban,High School,2.93,1,6,10369.0,1,A,Gold,64092
Female,Urban,High School,2.94,1,7,10939.0,More than 1,A,Gold,305448
Female,Urban,High School,1.73,0,6,6952.0,More than 1,A,Platinum,57444
Female,Rural,Bachelor,9.72,0,5,0.0,1,B,Platinum,50832
Male,Rural,Bachelor,5.88,1,4,4345.0,More than 1,A,Platinum,69192
Male,Rural,High School,4.84,0,3,3618.0,More than 1,B,Platinum,64932
Male,Rural,Bachelor,5.9,0,8,,More than 1,B,Platinum,97320
Female,,High School,79.37,0,0,6370.0,More than 1,A,Platinum,66060
Female,Rural,Bachelor,9.62,0,3,0.0,More than 1,A,Gold,345912
Male,,Bachelor,7.66,1,5,6743.0,More than 1,B,Gold,101388
Female,Urban,High School,7.03,1,0,5864.0,More than 1,A,Platinum,55008
Male,Urban,High School,3.81,0,6,3640.0,More than 1,A,Platinum,71496
Male,Urban,High School,8.5,1,8,8578.0,More than 1,A,Platinum,188172
Female,Urban,Bachelor,3.99,1,6,,More than 1,A,Platinum,107088
Female,Urban,Bachelor,3.01,1,2,6887.0,1,C,Gold,70020
Male,Urban,Bachelor,8.33,1,6,3483.0,1,B,Silver,35172
Female,Rural,High School,83.67,1,7,2173.0,More than 1,C,Silver,72540
Male,Rural,High School,5.8,1,0,0.0,1,B,Silver,56220
Female,Urban,High School,2.2,1,5,8831.0,More than 1,A,Silver,108852
Male,Rural,Bachelor,19.92,1,4,2978.0,More than 1,C,Platinum,70536
Female,Urban,Bachelor,8.21,0,2,2014.0,1,A,Gold,55884
Male,Rural,High School,,0,1,10180.0,1,B,Platinum,57180
Male,Rural,Bachelor,29.58,1,4,7063.0,1,A,Platinum,59652
Female,Rural,Bachelor,8.32,0,6,4382.0,More than 1,C,Gold,66648
Male,Urban,Bachelor,6.65,0,6,10182.0,More than 1,A,Gold,180204
Female,Urban,High School,7.45,0,1,5035.0,More than 1,B,Platinum,64164
Female,Rural,Bachelor,9.52,0,2,2555.0,More than 1,A,Silver,70296
Male,Urban,Bachelor,4.51,0,2,5885.0,More than 1,A,Platinum,166320
Male,Urban,High School,0.59,1,6,6141.0,More than 1,,Platinum,112956
Male,Urban,High School,7.72,0,2,25188.0,More than 1,A,Platinum,349308
Male,Urban,Bachelor,4.24,1,3,3219.0,More than 1,A,Platinum,498648
Male,Urban,High School,9.9,1,5,0.0,More than 1,B,Platinum,64464
Male,Urban,High School,5.34,1,6,4164.0,1,A,Platinum,34716
Female,Urban,High School,4.66,1,1,5557.0,1,A,Gold,33816
Female,Urban,High School,8.21,0,6,6780.0,More than 1,A,Silver,88716
Female,Urban,High School,7.85,1,7,0.0,More than 1,B,Gold,73584
Female,Urban,High School,,1,5,8273.0,More than 1,A,Platinum,102720
Female,,High School,8.91,0,5,6884.0,More than 1,A,Silver,30624
Female,,Bachelor,8.13,0,6,4113.0,More than 1,A,Platinum,146820
Male,,High School,8.84,1,1,0.0,More than 1,C,Platinum,113724
Female,Urban,High School,1.95,0,5,3907.0,More than 1,B,Gold,62904
Female,Urban,High School,4.2,0,3,12385.0,1,A,Silver,65544
Female,Urban,Others,9.13,1,6,3954.0,1,C,Silver,34668
Female,Rural,Bachelor,95.75,1,2,,More than 1,A,Silver,64620
Female,Urban,Bachelor,99.4,1,1,3696.0,More than 1,A,Gold,84684
Male,Rural,High School,9.83,1,0,,More than 1,A,Gold,138444
Female,Urban,Bachelor,6.83,1,7,3361.0,More than 1,A,Platinum,55548
Male,Rural,Bachelor,7.66,0,6,2079.0,More than 1,B,Silver,61560
Male,Rural,Bachelor,7.22,1,0,3506.0,More than 1,A,Silver,103368
Male,Urban,High School,50.85,0,5,0.0,More than 1,A,Platinum,169572
Male,Urban,High School,9.48,0,1,4531.0,1,C,Platinum,51300
Male,Urban,Bachelor,9.02,0,4,6909.0,1,A,Gold,31044
Female,Urban,Others,7.27,1,4,6294.0,1,A,Gold,77160
Female,Urban,High School,,0,1,4460.0,More than 1,A,Gold,101352
Male,Urban,High School,9.98,0,7,2842.0,More than 1,A,Platinum,256440
Male,Urban,Bachelor,9.11,1,1,0.0,More than 1,B,Platinum,67164
Male,Urban,Bachelor,9.22,1,6,6614.0,More than 1,A,Gold,59760
Male,Rural,High School,55.0,1,6,6443.0,1,A,Silver,45888
Female,Urban,Bachelor,56.36,0,8,4770.0,1,A,Platinum,33180
Female,Urban,High School,4.16,0,7,3818.0,More than 1,A,Platinum,63972
Male,Rural,High School,4.68,1,0,3270.0,1,B,Platinum,65892
Female,Urban,High School,2.81,1,3,3912.0,More than 1,,Gold,107040
Female,Urban,Bachelor,3.08,1,8,5804.0,More than 1,A,Platinum,109440
Female,Urban,High School,52.4,0,6,6554.0,More than 1,A,Gold,186204
Female,Urban,Bachelor,3.54,0,5,2326.0,More than 1,B,Platinum,140148
Female,Urban,Bachelor,4.77,0,4,6730.0,More than 1,A,Platinum,102672
Male,,High School,56.84,0,2,0.0,More than 1,,Platinum,103788
Male,Rural,High School,6.57,1,5,0.0,1,A,Silver,101412
Male,Urban,Bachelor,7.95,1,8,6866.0,More than 1,C,Gold,63888
Male,Urban,High School,9.8,0,3,4826.0,More than 1,A,Platinum,105876
Female,Rural,High School,83.1,1,8,0.0,More than 1,B,Platinum,68040
Female,Urban,High School,7.89,0,6,5359.0,More than 1,A,Platinum,61392
Female,Urban,Bachelor,9.79,1,4,5870.0,More than 1,A,Silver,91272
Male,Urban,High School,5.27,1,5,3157.0,1,A,Gold,59832
Male,Urban,Bachelor,4.8,0,5,,More than 1,C,Gold,150732
Female,Rural,Others,7.39,0,3,15361.0,More than 1,A,Platinum,66432
Male,Urban,Bachelor,4.8,1,5,8848.0,More than 1,A,Platinum,108432
Male,Urban,High School,9.61,0,4,0.0,1,B,Gold,32052
Male,Urban,Bachelor,5.43,1,8,2475.0,More than 1,A,Silver,68388
