book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2530,25734248,25734248,45424866,68,1101990260,9781101990260.0,Fiona Barton,2016.0,The Widow,The Widow,eng,3.49,36504,48265,5692,1257,4915,17948,17226,6919,https://images.gr-assets.com/books/1449178687m/25734248.jpg,https://images.gr-assets.com/books/1449178687s/25734248.jpg
2533,16069030,16069030,21861552,39,374384681,9780374384680.0,Marie Rutkoski,2014.0,The Winner's Curse,"The Winner's Curse (The Winner's Trilogy, #1)",eng,4.03,56635,65183,9748,1427,3122,11564,25269,23801,https://images.gr-assets.com/books/1377023523m/16069030.jpg,https://images.gr-assets.com/books/1377023523s/16069030.jpg
2535,17465515,17465515,26129550,67,1609451341,9781609451350.0,"Elena Ferrante, Ann Goldstein",2012.0,Storia del nuovo cognome,The Story of a New Name (The Neapolitan Novels #2),eng,4.37,33395,43753,3822,207,632,4162,16700,22052,https://images.gr-assets.com/books/1501012849m/17465515.jpg,https://images.gr-assets.com/books/1501012849s/17465515.jpg
2538,15803059,15803059,21587729,18,1451645821,9781451645830.0,William Kent Krueger,2013.0,Ordinary Grace,Ordinary Grace,eng,4.14,34720,42584,6121,377,1096,6442,18751,15918,https://images.gr-assets.com/books/1358264094m/15803059.jpg,https://images.gr-assets.com/books/1358264094s/15803059.jpg
2551,19286669,19286669,27334868,23,1250010713,9781250010710.0,Diane Chamberlain,2014.0,The Silent Sister,"The Silent Sister (Riley MacPherson, #1)",eng,3.93,31741,41004,4201,439,1683,9336,18384,11162,https://images.gr-assets.com/books/1406526579m/19286669.jpg,https://images.gr-assets.com/books/1406526579s/19286669.jpg
2555,60931,60931,1049657,40,807083690,9780807083700.0,Octavia E. Butler,1979.0,Kindred,Kindred,eng,4.18,43332,47766,5809,437,1577,7155,18225,20372,https://images.gr-assets.com/books/1339423248m/60931.jpg,https://images.gr-assets.com/books/1339423248s/60931.jpg
2558,17378508,17378508,24170141,25,545424968,9780545424970.0,Maggie Stiefvater,2014.0,"Blue Lily, Lily Blue","Blue Lily, Lily Blue (The Raven Cycle, #3)",eng,4.32,56637,62547,8312,316,1095,7286,23370,30480,https://images.gr-assets.com/books/1477103826m/17378508.jpg,https://images.gr-assets.com/books/1477103826s/17378508.jpg
2580,24820165,24820165,44460981,58,1455520616,9781455520620.0,Nicholas Sparks,2015.0,See Me,See Me,eng,3.93,31774,40830,3841,784,2412,9314,14890,13430,https://images.gr-assets.com/books/1439564033m/24820165.jpg,https://images.gr-assets.com/books/1439564033s/24820165.jpg
2583,18144115,18144115,25491442,19,145161778X,9781451617790.0,Jennifer Weiner,2014.0,,All Fall Down,eng,3.61,31249,35902,3293,856,3169,11716,13575,6586,https://images.gr-assets.com/books/1394567549m/18144115.jpg,https://images.gr-assets.com/books/1394567549s/18144115.jpg
2586,381102,381102,981140,10,1551924013,9781551924010.0,Nick Bantock,1991.0,Griffin & Sabine: An Extraordinary Correspondence,Griffin and Sabine (Griffin & Sabine #1),eng,4.01,36496,38462,1029,1687,2142,6727,11476,16430,https://images.gr-assets.com/books/1356716196m/381102.jpg,https://images.gr-assets.com/books/1356716196s/381102.jpg
2587,14061957,14061957,19699754,33,080509461X,9780805094620.0,Leigh Bardugo,2014.0,Ruin and Rising,"Ruin and Rising (Shadow and Bone, #3)",eng,4.17,56836,64410,9218,728,2162,10158,23691,27671,https://images.gr-assets.com/books/1392398530m/14061957.jpg,https://images.gr-assets.com/books/1392398530s/14061957.jpg
2592,15654,15654,1353958,42,451203267,9780451203270.0,Ann Rule,1980.0,The Stranger Beside Me,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,en-GB,4.13,35824,39253,1791,362,1265,7215,14491,15920,https://images.gr-assets.com/books/1330072383m/15654.jpg,https://images.gr-assets.com/books/1330072383s/15654.jpg
2609,8680417,9317452,13552476,52,034552425X,9780345524260.0,Ben Aaronovitch,2011.0,Rivers of London,"Midnight Riot (Peter Grant, #1)",eng,3.92,21519,48677,5298,838,2411,10496,20808,14124,https://images.gr-assets.com/books/1389055317m/8680417.jpg,https://images.gr-assets.com/books/1389055317s/8680417.jpg
2613,22738563,22738563,42278179,49,,,Chimamanda Ngozi Adichie,2014.0,We Should All Be Feminists,We Should All Be Feminists,eng,4.47,46048,58660,7218,349,769,4862,17453,35227,https://images.gr-assets.com/books/1430821222m/22738563.jpg,https://images.gr-assets.com/books/1430821222s/22738563.jpg
2617,21936809,21936809,41240456,55,62267523,9780062267530.0,Peter  Swanson,2015.0,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225,43845,5526,503,1567,8049,19937,13789,https://images.gr-assets.com/books/1417981750m/21936809.jpg,https://images.gr-assets.com/books/1417981750s/21936809.jpg
2626,18798983,18798983,26724902,42,399171614,9780399171610.0,Renee Ahdieh,2015.0,The Wrath & the Dawn,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",eng,4.19,58175,64871,11884,1376,2738,8655,21498,30604,https://images.gr-assets.com/books/1417956963m/18798983.jpg,https://images.gr-assets.com/books/1417956963s/18798983.jpg
2627,6260997,6260997,6444203,28,307267148,9780307267150.0,"Nicholas D. Kristof, Sheryl WuDunn",2008.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,eng,4.31,37270,40427,4627,441,1098,5050,12776,21062,https://images.gr-assets.com/books/1320486170m/6260997.jpg,https://images.gr-assets.com/books/1320486170s/6260997.jpg
2629,18243700,18243700,25691778,26,1408852594,9781408852590.0,Sarah J. Maas,2014.0,The Assassin's Blade,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",eng,4.48,53227,62872,7538,288,731,5143,19194,37516,https://images.gr-assets.com/books/1384362444m/18243700.jpg,https://images.gr-assets.com/books/1384362444s/18243700.jpg
2634,20727654,20727654,40051132,20,1477823832,9781477823840.0,Charlie N. Holmberg,2014.0,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",eng,3.63,25934,41333,4844,1057,4070,12691,14867,8648,https://images.gr-assets.com/books/1405618531m/20727654.jpg,https://images.gr-assets.com/books/1405618531s/20727654.jpg
2637,89724,89724,847007,79,143039970,9780143039980.0,"Shirley Jackson, Jonathan Lethem",1962.0,We Have Always Lived in the Castle,We Have Always Lived in the Castle,eng,4.05,43602,51375,6521,630,2274,9697,20283,18491,https://images.gr-assets.com/books/1415357189m/89724.jpg,https://images.gr-assets.com/books/1415357189s/89724.jpg
2641,17262159,17262159,23756807,78,385344341,9780385344340.0,Lee Child,2013.0,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578,42885,3558,328,1392,8949,18578,13638,https://images.gr-assets.com/books/1467947214m/17262159.jpg,https://images.gr-assets.com/books/1467947214s/17262159.jpg
2652,18803640,18803640,26732095,1,224097008,9780224097000.0,Helen Macdonald,2015.0,H is for Hawk,H is for Hawk,eng,3.74,30841,38297,6017,1541,3416,9135,13715,10490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2663,23278537,23278537,42866547,7,553418777,9780553418770.0,"Nina George, Simon Pare",2013.0,Das Lavendelzimmer ,The Little Paris Bookshop,eng,3.51,34383,44080,7292,2033,5745,13308,13863,9131,https://images.gr-assets.com/books/1412462018m/23278537.jpg,https://images.gr-assets.com/books/1412462018s/23278537.jpg
2672,23513349,23513349,43116473,27,1502784270,9781502784280.0,Rupi Kaur,2014.0,milk and honey,Milk and Honey,eng,4.27,73104,82204,10042,1693,3821,10197,21243,45250,https://images.gr-assets.com/books/1491595510m/23513349.jpg,https://images.gr-assets.com/books/1491595510s/23513349.jpg
2676,20518872,20518872,25696480,42,765377063,9780765377070.0,"Liu Cixin, Ken Liu",2007.0,三体,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",eng,4.0,33409,43588,5733,642,2292,8246,17466,14942,https://images.gr-assets.com/books/1415428227m/20518872.jpg,https://images.gr-assets.com/books/1415428227s/20518872.jpg
2683,12160906,12160906,17131961,54,1250000971,9781250000970.0,Jeffrey Archer,2012.0,The Sins of the Father,"The Sins of the Father (The Clifton Chronicles, #2)",eng,4.01,27456,37091,2578,325,1331,7571,16131,11733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2718,63720,63720,819126,61,552154229,9780552154220.0,Terry Pratchett,1999.0,The Fifth Elephant,"The Fifth Elephant (Discworld, #24; City Watch, #5)",eng,4.24,40138,47106,969,101,726,7320,18629,20330,https://images.gr-assets.com/books/1327961702m/63720.jpg,https://images.gr-assets.com/books/1327961702s/63720.jpg
2723,26109394,26109394,45536239,42,525955097,9780525955090.0,Harlan Coben,2016.0,Fool Me Once,Fool Me Once,eng,3.9,30788,45468,4096,913,2458,10459,18044,13594,https://images.gr-assets.com/books/1443190440m/26109394.jpg,https://images.gr-assets.com/books/1443190440s/26109394.jpg
2726,15283043,15283043,20938637,21,62235656,9780062235660.0,Kasie West,2013.0,,The Distance Between Us,eng,3.95,44366,46604,5514,834,2506,10652,16916,15696,https://images.gr-assets.com/books/1358144875m/15283043.jpg,https://images.gr-assets.com/books/1358144875s/15283043.jpg
2728,16131032,16131032,17606564,35,316129070,9780316129080.0,James S.A. Corey,2013.0,Abaddon's Gate,"Abaddon's Gate (The Expanse, #3)",eng,4.18,27860,39495,2417,142,712,5701,18187,14753,https://images.gr-assets.com/books/1407572059m/16131032.jpg,https://images.gr-assets.com/books/1407572059s/16131032.jpg
2739,18813642,18813642,26563816,25,62282719,9780062282710.0,Roxane Gay,2014.0,Bad Feminist ,Bad Feminist,eng,3.91,41012,43890,5030,1046,2612,9283,17369,13580,https://images.gr-assets.com/books/1421292744m/18813642.jpg,https://images.gr-assets.com/books/1421292744s/18813642.jpg
2743,19351043,19351043,27411330,22,,,Noelle Stevenson,2015.0,Nimona,Nimona,eng,4.2,44825,51980,6660,1830,1857,6056,16529,25708,https://images.gr-assets.com/books/1412626919m/19351043.jpg,https://images.gr-assets.com/books/1412626919s/19351043.jpg
2752,18505796,18505796,26365939,29,62265423,9780062265420.0,Dan   Harris,2014.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,3.93,33969,39748,3485,1106,2034,7948,15912,12748,https://images.gr-assets.com/books/1451446393m/18505796.jpg,https://images.gr-assets.com/books/1451446393s/18505796.jpg
2767,19358975,19358975,27422060,22,1607069318,9781607069320.0,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Volume Three","Saga, Vol. 3 (Saga, #3)",eng,4.56,47549,49016,3506,145,358,2805,14440,31268,https://images.gr-assets.com/books/1486028973m/19358975.jpg,https://images.gr-assets.com/books/1486028973s/19358975.jpg
2768,20263040,20263040,27228790,64,804178747,9780804178750.0,Lee Child,2014.0,Personal,"Personal (Jack Reacher, #19)",eng,3.9,19107,39053,3156,496,2013,9620,15703,11221,https://images.gr-assets.com/books/1468705564m/20263040.jpg,https://images.gr-assets.com/books/1468705564s/20263040.jpg
2772,25893693,25893693,45775594,20,1101883073,9781101883080.0,Martha Hall Kelly,2016.0,Lilac Girls,Lilac Girls,eng,4.31,42421,55514,6679,562,1142,5877,21014,26919,https://images.gr-assets.com/books/1462850258m/25893693.jpg,https://images.gr-assets.com/books/1462850258s/25893693.jpg
2774,23664710,23664710,43272201,48,593073894,9780593073900.0,Lee Child,2015.0,Make Me,"Make Me (Jack Reacher, #20)",en-US,3.95,20999,37423,3420,578,1752,8085,15404,11604,https://images.gr-assets.com/books/1467905395m/23664710.jpg,https://images.gr-assets.com/books/1467905395s/23664710.jpg
2788,22609391,22609391,42099162,30,1476728747,9781476728740.0,David McCullough,2015.0,The Wright Brothers,The Wright Brothers,eng,4.16,35786,41469,4425,984,1232,5673,15914,17666,https://images.gr-assets.com/books/1430942575m/22609391.jpg,https://images.gr-assets.com/books/1430942575s/22609391.jpg
2791,15842230,15842230,21412154,45,446573051,9780446573050.0,David Baldacci,2012.0,The Forgotten,"The Forgotten (John Puller, #2)",eng,4.07,27953,37559,2540,270,1065,6957,16796,12471,https://images.gr-assets.com/books/1350923777m/15842230.jpg,https://images.gr-assets.com/books/1350923777s/15842230.jpg
2792,16065004,16065004,21855448,25,765378558,9780765378550.0,Brandon Sanderson,2015.0,Shadows of Self,"Shadows of Self (Mistborn, #5)",eng,4.3,32170,40479,2804,85,469,4687,17295,17943,https://images.gr-assets.com/books/1435053013m/16065004.jpg,https://images.gr-assets.com/books/1435053013s/16065004.jpg
2813,20821614,20821614,39913517,45,1476785597,9781476785590.0,Caroline Kepnes,2014.0,You,"You (You, #1)",eng,3.83,36383,43868,7892,1561,3095,9358,16925,12929,https://images.gr-assets.com/books/1411958102m/20821614.jpg,https://images.gr-assets.com/books/1411958102s/20821614.jpg
2829,18635113,18635113,24946905,66,62309668,9780062309660.0,Emma Healey,2014.0,Elizabeth Is Missing,Elizabeth Is Missing,eng,3.7,26931,38225,5096,939,3055,10623,15355,8253,https://images.gr-assets.com/books/1388883559m/18635113.jpg,https://images.gr-assets.com/books/1388883559s/18635113.jpg
2833,13623012,13623012,18067409,116,62206281,9780062206280.0,Carlos Ruiz Zafón,2011.0,El prisionero del cielo,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",,3.96,27987,40395,3922,248,1802,9358,16853,12134,https://images.gr-assets.com/books/1335994402m/13623012.jpg,https://images.gr-assets.com/books/1335994402s/13623012.jpg
2840,27071490,27071490,47113792,56,1101947136,9781101947140.0,Yaa Gyasi,2016.0,Homegoing,Homegoing,eng,4.41,41524,49984,7846,214,743,4520,17394,27113,https://images.gr-assets.com/books/1448108591m/27071490.jpg,https://images.gr-assets.com/books/1448108591s/27071490.jpg
2848,3722183,3722183,42652219,58,316176532,9780316176540.0,Kate Atkinson,2015.0,A God in Ruins,A God in Ruins,eng,3.92,26604,34179,4886,908,1977,6958,13336,11000,https://images.gr-assets.com/books/1451442002m/3722183.jpg,https://images.gr-assets.com/books/1451442002s/3722183.jpg
2849,6681454,6681454,14597518,77,052595158X,9780525951580.0,Harlan Coben,2010.0,Caught,Caught,,3.98,34168,39054,2918,285,1353,8842,17024,11550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2855,18667945,18667945,26493608,35,039916927X,9780399169270.0,Sophia Amoruso,2014.0,,#GIRLBOSS,eng,3.71,40090,43741,2980,2080,4220,11094,13126,13221,https://images.gr-assets.com/books/1390931472m/18667945.jpg,https://images.gr-assets.com/books/1390931472s/18667945.jpg
2869,11438,11438,2739837,72,679723056,9780679723060.0,Raymond Carver,1981.0,What We Talk About When We Talk About Love: Stories,What We Talk About When We Talk About Love,eng,4.22,29807,33517,2056,330,1099,4670,12177,15241,https://images.gr-assets.com/books/1475474209m/11438.jpg,https://images.gr-assets.com/books/1475474209s/11438.jpg
2876,18879761,18879761,26881966,54,451471474,9780451471480.0,Gayle Forman,2015.0,I Was Here,I Was Here,eng,3.78,38196,42970,5386,854,2828,12095,16301,10892,https://images.gr-assets.com/books/1405960366m/18879761.jpg,https://images.gr-assets.com/books/1405960366s/18879761.jpg
2882,7074000,7074000,7327847,64,1423368991,9781423368990.0,Nora Roberts,2010.0,Happy Ever After,"Happy Ever After (Bride Quartet, #4)",eng,4.17,40323,45829,2024,306,1460,8200,15969,19894,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2888,20821043,20821043,21598636,44,670026328,9780670026330.0,Tana French,2014.0,The Secret Place,"The Secret Place (Dublin Murder Squad, #5)",eng,3.83,30834,38667,4883,729,2363,9360,16607,9608,https://images.gr-assets.com/books/1396671263m/20821043.jpg,https://images.gr-assets.com/books/1396671263s/20821043.jpg
2895,17331349,17331349,24034629,48,62218360,9780062218360.0,"Steven D. Levitt, Stephen J. Dubner",2014.0,,Think Like a Freak,eng,3.82,25990,32724,2675,526,1711,9028,13187,8272,https://images.gr-assets.com/books/1395610974m/17331349.jpg,https://images.gr-assets.com/books/1395610974s/17331349.jpg
2904,21418013,21418013,26115712,29,765375869,9780765375860.0,John Scalzi,2014.0,Lock In,"Lock In (Lock In, #1)",eng,3.85,31073,35213,4161,793,1630,8108,16141,8541,https://images.gr-assets.com/books/1438701397m/21418013.jpg,https://images.gr-assets.com/books/1438701397s/21418013.jpg
2906,21412202,21412202,27029851,1,1476764026,9781476764020.0,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014.0,As You Wish: Inconceivable Tales from the Making of The Princess Bride,As You Wish: Inconceivable Tales from the Making of The Princess Bride,eng,4.08,31886,34379,6019,811,1143,5803,13229,13393,https://images.gr-assets.com/books/1418103917m/21412202.jpg,https://images.gr-assets.com/books/1418103917s/21412202.jpg
2915,18498558,18498558,26186624,49,62259652,9780062259650.0,Josh Malerman,2014.0,Bird Box,Bird Box,eng,3.98,31735,40619,6471,718,2042,7826,16827,13206,https://images.gr-assets.com/books/1383949470m/18498558.jpg,https://images.gr-assets.com/books/1383949470s/18498558.jpg
2922,13223349,13223349,18412501,27,1401235417,9781401235410.0,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012.0,"Batman, Volume 1: The Court of Owls","Batman, Volume 1: The Court of Owls",eng,4.3,30617,33150,1447,423,827,3934,11175,16791,https://images.gr-assets.com/books/1342307351m/13223349.jpg,https://images.gr-assets.com/books/1342307351s/13223349.jpg
2941,16429619,16429619,22617247,16,,,Mary E. Pearson,2014.0,The Kiss of Deception,"The Kiss of Deception (The Remnant Chronicles, #1)",eng,4.06,46096,51124,7571,1223,2570,8546,18447,20338,https://images.gr-assets.com/books/1389804901m/16429619.jpg,https://images.gr-assets.com/books/1389804901s/16429619.jpg
2944,34498,34498,280092,61,413771164,9780413771160.0,Terry Pratchett,2000.0,The Truth,"The Truth (Discworld, #25; Industrial Revolution, #2)",eng,4.25,37045,42622,975,97,596,6395,16950,18584,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2999,25152052,25152052,44854000,57,1501116975,9781501116970.0,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015.0,El amante japonés,The Japanese Lover,eng,3.8,23737,35347,4336,694,2294,9239,14388,8732,https://images.gr-assets.com/books/1501991754m/25152052.jpg,https://images.gr-assets.com/books/1501991754s/25152052.jpg
3003,8155,8155,87,61,031235326X,9780312353260.0,Barbara Taylor Bradford,1979.0,A Woman of Substance ,A Woman of Substance (Emma Harte Saga #1),eng,4.16,31309,32932,614,412,1129,5996,10664,14731,https://images.gr-assets.com/books/1330029941m/8155.jpg,https://images.gr-assets.com/books/1330029941s/8155.jpg
3005,15791154,15791154,21512735,51,1455521213,9781455521210.0,David Baldacci,2013.0,The Hit,"The Hit (Will Robie, #2)",eng,4.05,25123,35810,2513,259,1016,6941,16182,11412,https://images.gr-assets.com/books/1361749502m/15791154.jpg,https://images.gr-assets.com/books/1361749502s/15791154.jpg
3012,23481669,23481669,43072491,10,,,Donna Mabry,2014.0,,Maude,,4.05,28316,28423,2357,537,1307,5140,10543,10896,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3013,88071,88071,18279847,33,765316978,9780765316970.0,John Scalzi,2007.0,The Last Colony,The Last Colony (Old Man's War #3),en-US,4.03,29154,35957,1724,115,761,7306,17444,10331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3035,32255,32255,2692184,78,345476980,9780345476980.0,Tess Gerritsen,2006.0,Vanish,"Vanish (Rizzoli & Isles, #5)",en-US,4.13,37045,41361,1251,411,1035,7310,16559,16046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3042,217432,217432,969953,46,345450744,9780345450750.0,Kristin Hannah,2003.0,Between Sisters,Between Sisters,eng,4.0,28020,31393,1525,317,1078,7146,12638,10214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3043,17920175,17920175,25114804,38,1477808701,9781477808700.0,Blake Crouch,2013.0,Wayward,"Wayward (Wayward Pines, #2)",eng,4.12,19208,33543,2067,210,738,5608,15169,11818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3045,23305614,23305614,42860694,64,553536516,9780553536520.0,Sophie Kinsella,2015.0,Finding Audrey,Finding Audrey,eng,3.82,38226,43951,6643,863,2596,11241,18080,11171,https://images.gr-assets.com/books/1466835008m/23305614.jpg,https://images.gr-assets.com/books/1466835008s/23305614.jpg
3064,23754479,23754479,43369154,66,374239215,9780374239210.0,Jonathan Franzen,2015.0,Purity,Purity,eng,3.59,24811,30459,3742,1169,2969,8717,11863,5741,https://images.gr-assets.com/books/1438958976m/23754479.jpg,https://images.gr-assets.com/books/1438958976s/23754479.jpg
3073,6919272,6919272,7146989,68,3401063472,9783401063480.0,Kerstin Gier,2010.0,Saphirblau,"Saphirblau (Edelstein-Trilogie, #2)",ger,4.19,25767,53718,4359,360,1569,8515,20563,22711,https://images.gr-assets.com/books/1327251290m/6919272.jpg,https://images.gr-assets.com/books/1327251290s/6919272.jpg
3087,17199504,17199504,19248070,71,1620401398,9781620401390.0,Samantha Shannon,2013.0,The Bone Season,"The Bone Season (The Bone Season, #1)",eng,3.75,27652,42533,6748,1624,3738,10112,15207,11852,https://images.gr-assets.com/books/1421412990m/17199504.jpg,https://images.gr-assets.com/books/1421412990s/17199504.jpg
3103,22522808,22522808,41947380,40,62330268,9780062330260.0,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,3.92,29215,36263,4380,743,1738,7795,15225,10762,https://images.gr-assets.com/books/1415036119m/22522808.jpg,https://images.gr-assets.com/books/1415036119s/22522808.jpg
3106,3698,3698,1469913,135,143039024,9780143039020.0,"Graham Greene, Robert  Stone",1955.0,The Quiet American,The Quiet American,eng,3.96,30395,34078,2105,278,1386,7443,15431,9540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3122,77295,77295,37467,75,394724550,9780394724550.0,Anne Morrow Lindbergh,1955.0,Gift from the Sea,Gift from the Sea,,4.18,30741,34056,3103,433,1446,5629,10767,15781,https://images.gr-assets.com/books/1328312670m/77295.jpg,https://images.gr-assets.com/books/1328312670s/77295.jpg
3130,24228353,24228353,42938354,9,,,Sejal Badani,2015.0,Trail of Broken Wings,Trail of Broken Wings,eng,3.94,25413,27597,2010,587,1536,5576,11113,8785,https://images.gr-assets.com/books/1427135077m/24228353.jpg,https://images.gr-assets.com/books/1427135077s/24228353.jpg
3133,9594,33586715,6835609,69,99267543,9780099267550.0,Kurt Vonnegut Jr.,1997.0,Timequake,Timequake,eng,3.71,23562,28238,1240,479,2338,8403,10686,6332,https://images.gr-assets.com/books/1405784951m/9594.jpg,https://images.gr-assets.com/books/1405784951s/9594.jpg
3135,17262366,17262366,23859166,41,767919408,9780767919400.0,Bill Bryson,2013.0,One Summer: America 1927,"One Summer: America, 1927",eng,4.06,27237,32545,4011,565,1114,5500,13918,11448,https://images.gr-assets.com/books/1380292864m/17262366.jpg,https://images.gr-assets.com/books/1380292864s/17262366.jpg
3144,2211221,2211221,2217009,72,385340567,9780385340560.0,Lee Child,2008.0,Nothing to Lose,"Nothing to Lose (Jack Reacher, #12)",en-US,3.9,31780,38198,1981,480,2161,9160,15125,11272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3167,777211,777211,2751321,45,743453964,9780743453970.0,Vince Flynn,2003.0,Executive Power,"Executive Power (Mitch Rapp, #6)",en-US,4.33,28205,30930,654,100,432,3846,11419,15133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3173,22716194,22716194,42243412,24,147671777X,9781476717780.0,Lisa Genova,2015.0,Inside the O'Briens,Inside the O'Briens,eng,3.98,27221,31577,4531,318,1206,6518,14327,9208,https://images.gr-assets.com/books/1423486279m/22716194.jpg,https://images.gr-assets.com/books/1423486279s/22716194.jpg
3191,23093367,23093367,42643523,23,1632150778,9781632150780.0,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Volume Four","Saga, Vol. 4 (Saga, #4)",eng,4.47,38069,38963,3198,166,368,2986,12932,22511,https://images.gr-assets.com/books/1486028981m/23093367.jpg,https://images.gr-assets.com/books/1486028981s/23093367.jpg
3202,9601,9601,6582745,63,038533351X,9780385333510.0,Kurt Vonnegut Jr.,1987.0,Bluebeard,Bluebeard,en-US,4.02,27011,28764,1065,140,881,6495,12029,9219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3208,239186,239186,1605,29,375708278,9780375708280.0,Erik Larson,1999.0,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",en-US,4.05,29695,33342,2680,311,1140,6639,13795,11457,https://images.gr-assets.com/books/1403179592m/239186.jpg,https://images.gr-assets.com/books/1403179592s/239186.jpg
3209,23341607,23341607,42901131,25,316334529,9780316334520.0,Elin Hilderbrand,2015.0,The Rumor,The Rumor,eng,3.69,22876,29687,2515,478,1885,9678,12035,5611,https://images.gr-assets.com/books/1418769681m/23341607.jpg,https://images.gr-assets.com/books/1418769681s/23341607.jpg
3214,6339304,6339304,6525245,37,1416595163,9781416595170.0,Vince Flynn,2009.0,Pursuit of Honor,"Pursuit of Honor (Mitch Rapp, #12)",en-US,4.35,27137,29795,828,168,451,3332,10793,15051,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3219,775346,775346,1808852,84,1400031699,9781400031700.0,Donna Tartt,2002.0,The Little Friend,The Little Friend,eng,3.43,28978,33799,3244,1732,4727,10584,10673,6083,https://images.gr-assets.com/books/1327936589m/775346.jpg,https://images.gr-assets.com/books/1327936589s/775346.jpg
